cd_ncm_prod_serv,ds_ncm_01,ds_ncm_02,ds_ncm_03,ds_ncm_04,ds_ncm_05,cd_ean_prod_serv,ds_prod_serv,cnpj,cd_prod_serv,estabelecimento
20098990,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de qualquer outra fruta ou produto hortícola:",Outros,Outros,7896004400075,"L COCO SOCOCO 200 UN",39346861007840,109945600,"CENCOSUD BRASIL COMERCIAL LTDA"
20098990,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de qualquer outra fruta ou produto hortícola:",Outros,Outros,7896004400075,"L COCO SOCOCO 200 UN",39346861007840,109945600,"CENCOSUD BRASIL COMERCIAL LTDA"
21031010,"Preparações alimentícias diversas.","Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada.","Molho de soja","Molho de soja","Em embalagens imediatas de conteúdo inferior ou igual a 1 kg",7896007811007,"MOLHO SAKURA 150ML UN",39346861007840,37946300,"CENCOSUD BRASIL COMERCIAL LTDA"
21032010,"Preparações alimentícias diversas.","Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada.","Ketchup e outros molhos de tomate","Ketchup e outros molhos de tomate","Em embalagens imediatas de conteúdo inferior ou igual a 1 kg",8076809513661,"MOLHO BOLOGNESE",00063960004864,00000256695,"WMB SUPERMERCADOS DO BRASIL LTDA."
21032010,"Preparações alimentícias diversas.","Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada.","Ketchup e outros molhos de tomate","Ketchup e outros molhos de tomate","Em embalagens imediatas de conteúdo inferior ou igual a 1 kg",8076809513692,"MOLHO NAPOLETANA",00063960004864,00000364931,"WMB SUPERMERCADOS DO BRASIL LTDA."
21032010,"Preparações alimentícias diversas.","Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada.","Ketchup e outros molhos de tomate","Ketchup e outros molhos de tomate","Em embalagens imediatas de conteúdo inferior ou igual a 1 kg",8076809513661,"MOLHO BOLOGNESE",00063960004864,00000256695,"WMB SUPERMERCADOS DO BRASIL LTDA."
21069050,"Preparações alimentícias diversas.","Preparações alimentícias não especificadas nem compreendidas noutras posições.",Outras,Outras,"Gomas de mascar, sem açúcar",7895800201503,"GOMA TRIDENT 8G UN",39346861007840,111560800500,"CENCOSUD BRASIL COMERCIAL LTDA"
21069090,"Preparações alimentícias diversas.","Preparações alimentícias não especificadas nem compreendidas noutras posições.",Outras,Outras,Outras,"SEM GTIN","Cam Internaciona",07069951000166,3003,"FGF ALIMENTOS LTDA"
22021000,"Bebidas, líquidos alcoólicos e vinagres.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas, da posição 20.09.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas",7894900700398,"REF C COLA ZER 220ML",33224100000150,7894900700398,"RSS COMERCIAL DE ALIMENTOS EIRELI"
22021000,"Bebidas, líquidos alcoólicos e vinagres.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas, da posição 20.09.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas",7892840812850,"PR H2OH C GAS PET UN",39346861007840,111539600500,"CENCOSUD BRASIL COMERCIAL LTDA"
22021000,"Bebidas, líquidos alcoólicos e vinagres.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas, da posição 20.09.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas",7892840812850,"PR H2OH C GAS PET UN",39346861007840,111539600500,"CENCOSUD BRASIL COMERCIAL LTDA"
22021000,"Bebidas, líquidos alcoólicos e vinagres.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas, da posição 20.09.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas",7892840812423,"AGUA H2OH 500ML UN",39346861007840,111539600100,"CENCOSUD BRASIL COMERCIAL LTDA"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020279,"CERV ITAIPAV 350ML UN",39346861007840,118943800,"CENCOSUD BRASIL COMERCIAL LTDA"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN",39346861007840,118970900,"CENCOSUD BRASIL COMERCIAL LTDA"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395040437,"&CERVEJA ITAIPAVA",00063960004864,00000415745,"WMB SUPERMERCADOS DO BRASIL LTDA."
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPAV 473ML UN",39346861007840,118970900,"CENCOSUD BRASIL COMERCIAL LTDA"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395040307,"CERV ITAIP 269ML UN",39346861007840,143716000,"CENCOSUD BRASIL COMERCIAL LTDA"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN",39346861007840,118970900,"CENCOSUD BRASIL COMERCIAL LTDA"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN",39346861007840,118970900,"CENCOSUD BRASIL COMERCIAL LTDA"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN",39346861007840,118970900,"CENCOSUD BRASIL COMERCIAL LTDA"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395040437,"&CERVEJA ITAIPAVA",00063960004864,00000415745,"WMB SUPERMERCADOS DO BRASIL LTDA."
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN",39346861007840,118970900,"CENCOSUD BRASIL COMERCIAL LTDA"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN",39346861007840,118970900,"CENCOSUD BRASIL COMERCIAL LTDA"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN",39346861007840,118970900,"CENCOSUD BRASIL COMERCIAL LTDA"
22072019,"Bebidas, líquidos alcoólicos e vinagres.","Álcool etílico não desnaturado, com um teor alcoólico, em volume, igual ou superior a 80 % vol; álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico.","Álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico","Álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico",Outros,7896090704460,"GEL ANTI-SEP COPER UN",39346861007840,153218000,"CENCOSUD BRASIL COMERCIAL LTDA"
22086000,"Bebidas, líquidos alcoólicos e vinagres.","Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.",Vodca,Vodca,Vodca,"SEM GTIN","Taxa ZN 2",07069951000166,59014,"FGF ALIMENTOS LTDA"
25010011,"Sal; enxofre; terras e pedras; gesso, cal e cimento.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal marinho",7891095600847,"SAL M VITA 1KG 084 UN",39346861007840,110048300,"CENCOSUD BRASIL COMERCIAL LTDA"
25010011,"Sal; enxofre; terras e pedras; gesso, cal e cimento.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal marinho",7891095600847,"SAL M VITA 1KG 084 UN",39346861007840,110048300,"CENCOSUD BRASIL COMERCIAL LTDA"
25010011,"Sal; enxofre; terras e pedras; gesso, cal e cimento.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal marinho",7891095600847,"SAL M VITA 1KG 084 UN",39346861007840,110048300,"CENCOSUD BRASIL COMERCIAL LTDA"
27101230,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais.","Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos; resíduos de óleos.","Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos:","Óleos leves e preparações","Aguarrás mineral (white spirit)",7899381797899,"SOLVENTE AGUARRAS/SOLVRAZ 900ML",04917916000161,033817,"LG FORTES EIRELI - ME"
27101259,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais.","Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos; resíduos de óleos.","Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos:","Óleos leves e preparações",Outras,"SEM GTIN","GASOLINA COMUM Bico 06",01855960000104,1,"MEGA POSTO BERIMBAU LTDA."
27101921,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais.","Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos; resíduos de óleos.","Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos:",Outros,"“Gasóleo” (óleo diesel)","SEM GTIN","OLEO DIESEL B S10",34274233001508,0000000141414,PETROBRASDISTRIBUIDORASA
28289011,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos.","Hipocloritos; hipoclorito de cálcio comercial; cloritos; hipobromitos.",Outros,Outros,"De sódio",7896013100461,"AGUA SAN OLIMPO 1L UN",39346861007840,110496800,"CENCOSUD BRASIL COMERCIAL LTDA"
28289011,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos.","Hipocloritos; hipoclorito de cálcio comercial; cloritos; hipobromitos.",Outros,Outros,"De sódio",7896013100461,"AGUA SAN OLIMPO 1L UN",39346861007840,110496800,"CENCOSUD BRASIL COMERCIAL LTDA"
30039019,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7897595901514,"CEWIN 500MG EFERV CPD/10 D3",06626253099506,153605,"EMPREENDIMENTOS PAGUE MENOS S.A."
30039019,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7897595901514,"CEWIN 500MG EFERV CPD/10 D3",06626253099506,153605,"EMPREENDIMENTOS PAGUE MENOS S.A."
30039019,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7891106006279,"REDOXON 1G EFERV LAR CPD/10D3",06626253099506,15059,"EMPREENDIMENTOS PAGUE MENOS S.A."
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S",61585865183485,81741,"RAIADROGASIL S.A."
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S",61585865183485,81741,"RAIADROGASIL S.A."
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S",61585865183485,81741,"RAIADROGASIL S.A."
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S",61585865183485,81741,"RAIADROGASIL S.A."
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S",61585865183485,81741,"RAIADROGASIL S.A."
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S",61585865183485,81741,"RAIADROGASIL S.A."
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S",61585865183485,81741,"RAIADROGASIL S.A."
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S",61585865183485,81741,"RAIADROGASIL S.A."
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7897460400357,"TRANSAMIN 12 CPR",39346861007921,40967,"CENCOSUD BRASIL COMERCIAL LTDA"
30042021,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.","Outros, que contenham antibióticos","Outros, que contenham antibióticos","Eritromicina ou seus sais",7894916500609,"AZI 1500MG C/DIL REF60",61585865183485,44876,"RAIADROGASIL S.A."
30043290,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.","Outros, que contenham hormônios ou outros produtos da posição 29.37:","Que contenham hormônios corticosteroides, seus derivados ou análogos estruturais",Outros,7896658003653,"COMBIRON FOLICO 45'S",61585865183485,13289,"RAIADROGASIL S.A."
30045090,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.","Outros, que contenham vitaminas ou outros produtos da posição 29.36","Outros, que contenham vitaminas ou outros produtos da posição 29.36",Outros,7896658003653,"COMBIRON FOLICO 45 DRG",39346861007921,23485,"CENCOSUD BRASIL COMERCIAL LTDA"
30045090,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.","Outros, que contenham vitaminas ou outros produtos da posição 29.36","Outros, que contenham vitaminas ou outros produtos da posição 29.36",Outros,7897595900708,"CEWIN GTS 20ML",39346861007921,108669,"CENCOSUD BRASIL COMERCIAL LTDA"
30045090,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.","Outros, que contenham vitaminas ou outros produtos da posição 29.36","Outros, que contenham vitaminas ou outros produtos da posição 29.36",Outros,7899470800240,"VITER C 1G 10CPR EFV",39346861007921,119270,"CENCOSUD BRASIL COMERCIAL LTDA"
30049042,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.",Outros,Outros,"Atenolol; prilocaína ou seu cloridrato; talidomida",7896004705873,"ATENOLOL 50MG 30 CPR G",39346861007921,14060,"CENCOSUD BRASIL COMERCIAL LTDA"
30049069,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.",Outros,Outros,Outros,"SEM GTIN","LOSARTAN 50 PD 30CP",61412110043474,525634,"DROGARIA SAO PAULO SA"
30049069,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.",Outros,Outros,Outros,7896004706795,"LOSARTANA POTASSI 50MG 30CO EMS(FPG",03613918000528,0013006,"GB DE OLIVEIRA E CIA LTDA"
30049069,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.",Outros,Outros,Outros,7891058008635,"NOVALGINA 500MG 30CPR",39346861007921,109126,"CENCOSUD BRASIL COMERCIAL LTDA"
30049073,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.",Outros,Outros,"Cloxazolam; ketazolam; piroxicam; tenoxicam",7896241248287,"LEVEL 21'S",61585865183485,47638,"RAIADROGASIL S.A."
30066000,"Produtos farmacêuticos.","Preparações e artigos farmacêuticos indicados na Nota 4 deste Capítulo.","Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas","Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas","Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas",7896094208117,"NACTALI 28 CPR",39346861007921,52680,"CENCOSUD BRASIL COMERCIAL LTDA"
32081020,"Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever.","Tintas e vernizes, à base de polímeros sintéticos ou de polímeros naturais modificados, dispersos ou dissolvidos em meio não aquoso; soluções definidas na Nota 4 do presente Capítulo.","À base de poliésteres","À base de poliésteres",Vernizes,"SEM GTIN","VERNIZ STAIN IMPREGNANTE INCOLOR 900 ML",15182009000138,5181,"MADEIREIRA CRISTO REY IND E COM LT"
32089010,"Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever.","Tintas e vernizes, à base de polímeros sintéticos ou de polímeros naturais modificados, dispersos ou dissolvidos em meio não aquoso; soluções definidas na Nota 4 do presente Capítulo.",Outros,Outros,Tintas,7898033941574,"ELIT ZARCAO CINZA 900 ML",04917916000161,000516,"LG FORTES EIRELI - ME"
32089010,"Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever.","Tintas e vernizes, à base de polímeros sintéticos ou de polímeros naturais modificados, dispersos ou dissolvidos em meio não aquoso; soluções definidas na Nota 4 do presente Capítulo.",Outros,Outros,Tintas,7898033941840,"ELIT ESM SINT PLATINA 0,9L",04917916000161,000498,"LG FORTES EIRELI - ME"
33061000,"Óleos essenciais e resinoides; produtos de perfumaria ou de toucador preparados e preparações cosméticas.","Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.","Dentifrícios (dentífricos)","Dentifrícios (dentífricos)","Dentifrícios (dentífricos)",7891024111444,"CREM DENT COL L4P3 UN",39346861007840,164506900,"CENCOSUD BRASIL COMERCIAL LTDA"
33061000,"Óleos essenciais e resinoides; produtos de perfumaria ou de toucador preparados e preparações cosméticas.","Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.","Dentifrícios (dentífricos)","Dentifrícios (dentífricos)","Dentifrícios (dentífricos)",7891024111444,"CREM DENT COL L4P3 UN",39346861007840,164506900,"CENCOSUD BRASIL COMERCIAL LTDA"
33079000,"Óleos essenciais e resinoides; produtos de perfumaria ou de toucador preparados e preparações cosméticas.","Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos noutras posições; desodorantes (desodorizantes) de ambiente, preparados, mesmo não perfumados, mesmo com propriedades desinfetantes.",Outros,Outros,Outros,7896830001484,"NEEDS SORO 500mL",61585865183485,8366,"RAIADROGASIL S.A."
34011190,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, “ceras para dentistas” e composições para dentistas à base de gesso.","Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão; papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes.","Sabões, produtos e preparações orgânicos tensoativos, em barras, pães, pedaços ou figuras moldadas, e papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes:","De toucador (incluindo os de uso medicinal)",Outros,"SEM GTIN","&SAB NIVEA",00063960004864,00980004008,"WMB SUPERMERCADOS DO BRASIL LTDA."
